Address,City,County,Id,License,State,Structure Type,Latitude,Longitude,Structure
Whitehall:  DICK HYATT RD,WHITEHALL,WASHINGTON,33021,Verizon,NY,TOWER,43.505361111,-73.381916667,81.9
PROSPECT MOUNTAIN: 100 Prospect Mountain,WARRENSBURG,WARREN,33022,Verizon,NY,LTOWER,43.4205,-73.757,33.5
Intervale Road,Easton,WASHINGTON,33023,Verizon,NY,TOWER,43.020083333,-73.522388889,42.7
21 Thyme-Lea Place,Lake George,WARREN,33024,Verizon,NY,TOWER,43.473166667,-73.759972222,27.1
(Aviation & Dixon) 1127 West Mountain Road,Queensbury,WARREN,33025,Verizon,NY,MTOWER,43.349555556,-73.7165,37.8
231 NABINGER HILL RD,NINEVAH,BROOME,33826,AT&T,NY,TOWER,42.172305556,-75.574305556,51.8
919 Oquaga Road,Deposit,BROOME,33827,AT&T,NY,TOWER,42.033472222,-75.449805556,56.4
21 Victory Hill Road,Richford,TIOGA,33828,AT&T,NY,TOWER,42.369111111,-76.186972222,96
110 C BABCOCK RD (2698),NICHOLS,TIOGA,46595,AT&T,NY,LTOWER,42.027861111,-76.336833333,55.2
2089 Route 29 (54763),GALWAY,SARATOGA,13911,AT&T,NY,MTOWER,43.060888889,-74.030833333,56.1
349 PINNACLE RD (60542),NEW SCOTLAND,ALBANY,13913,AT&T,NY,GTOWER,42.616666667,-74.011944444,141.1
264 HORNING ROAD,PALATINE BRIDGE,MONTGOMERY,13914,AT&T,NY,TOWER,42.911666667,-74.486333333,50
1565 KANIA ROAD,AMSTERDAM,SARATOGA,13915,AT&T,NY,TOWER,42.998555556,-74.058611111,59.1
213 HOLDEN STREET (2708),PINE CITY,CHEMUNG,46596,AT&T,NY,LTOWER,42.06375,-76.852166667,55.8
919 Oquaga Road (98279),Deposit,BROOME,35539,AT&T,NY,GTOWER,42.033472222,-75.449805556,56.4
ACADAMY & SALISBURY ROAD,Milan,DUTCHESS,36840,AT&T,NY,GTOWER,41.951666667,-73.804722222,37.5
HARMONY HILL,PAWLING,DUTCHESS,36841,AT&T,NY,LTOWER,41.52175,-73.634583333,86.3
WOODMONT ROAD,EAST FISHKILL,DUTCHESS,36844,AT&T,NY,LTOWER,41.528722222,-73.767972222,43.9
33 Twin Towers Drive,Red Hook,DUTCHESS,36845,AT&T,NY,MTOWER,42.021277778,-73.899,50.9
60 Strack Drive,Beacon,DUTCHESS,36846,AT&T,NY,LTOWER,41.529222222,-73.945916667,56.7
299 Perrotti Road,Millerton,DUTCHESS,36847,AT&T,NY,GTOWER,41.917527778,-73.572166667,59.7
Fallkill Rd.,Hyde Park,DUTCHESS,36848,AT&T,NY,GTOWER,41.822583333,-73.884583333,53
East Mountain Road,Dover,DUTCHESS,36849,AT&T,NY,MTOWER,41.714694444,-73.534388889,60.1
Depot Hill Road,Holmes,DUTCHESS,36850,AT&T,NY,GTOWER,41.572444444,-73.682166667,53.3
Sopak Road,Elizaville,COLUMBIA,36865,AT&T,NY,GTOWER,42.099527778,-73.730416667,49.7
OVERLOOK DR,HILLSDALE,COLUMBIA,36866,AT&T,NY,GTOWER,42.242916667,-73.486361111,105.5
Caddy Road (95496),CHATHAM,COLUMBIA,36867,AT&T,NY,GTOWER,42.417777778,-73.555833333,34.8
1029 ROUTE 5,CANAAN,COLUMBIA,36868,AT&T,NY,MTOWER,42.384333333,-73.473833333,36.6
13800 ROUTE 9W (54776),HANNACROIX,GREENE,36869,AT&T,NY,MTOWER,42.433555556,-73.811638889,47.3
Hunter Bowl,Hunter,GREENE,36870,AT&T,NY,LTOWER,42.198472222,-74.232,25.9
Cave Mountain,Jewett,GREENE,36871,AT&T,NY,LTOWER,42.284805556,-74.265,38.7
1123 US Route 20,New Lebanon,COLUMBIA,36872,AT&T,NY,MTOWER,42.4795,-73.447694444,45.7
78 Catamount Road,Copake,COLUMBIA,36873,AT&T,NY,GTOWER,42.164861111,-73.485638889,31.7
443 King Hill Road,Greenville,GREENE,36874,AT&T,NY,LTOWER,42.37225,-73.968444444,50
12933 ROUTE 22,CANAAN,COLUMBIA,36875,AT&T,NY,MTOWER,42.369305556,-73.432111111,44.5
4625 Cozy Hollow Rd,Prattsville,GREENE,36876,AT&T,NY,LTOWER,42.317,-74.410916667,60.7
3124 County Route 7,Copake,COLUMBIA,36877,AT&T,NY,LTOWER,42.122944444,-73.585777778,51.8
44 McCafferty Road,Greenville,GREENE,36878,AT&T,NY,MTOWER,42.407083333,-74.096166667,27.7
MOUNTAUK STATE POINT BOULEVARD   (5671),East Hampton,SUFFOLK,37011,AT&T,NY,LTOWER,41.031,-71.975638889,52.7
Route 35 and Route 123   (5583),South Salem,WESTCHESTER,37012,AT&T,NY,LTOWER,41.258472222,-73.534694444,48.5
Col. Daniel Wolf Rd. - Camp Hero State Park (49006),Montauk,SUFFOLK,37013,AT&T,NY,LTOWER,41.064388889,-71.877305556,36.6
Long Hill Road (5585),Hopewell Junction,PUTNAM,37018,AT&T,NY,LTOWER,41.489972222,-73.821083333,33.5
40 South Country Road   (100666),Village of Bellport,SUFFOLK,37020,AT&T,NY,MTOWER,40.749777778,-72.951916667,38.1
21855 County Road 48   (47250),Cutchogue,SUFFOLK,37021,AT&T,NY,MTOWER,41.029583333,-72.497277778,30.5
WARWICK  BRADY ROAD,WARWICK,ORANGE,37697,Verizon,NY,TOWER,41.209722222,-74.3525,70.7
Arden House Road,Woodbury,ORANGE,37702,Verizon,NY,TOWER,41.303416667,-74.114305556,27.7
Highpoint Mountain (95451),ELLENVILLE,ULSTER,18146,AT&T,NY,LTOWER,41.685055556,-74.356,59.7
Pine Hill Road (95471),SIDNEY,DELAWARE,18147,AT&T,NY,GTOWER,42.2925,-75.365833333,59.4
Mount Utsayantha Tower Road (95478),STAMFORD,DELAWARE,18148,AT&T,NY,GTOWER,42.399166667,-74.589444444,36.6
1540 MCCABE HOLLOW ROAD (2697),DEPOSIT,DELAWARE,18149,AT&T,NY,GTOWER,42.041944444,-75.406944444,58.8
205 Beard Road (60600),Delanson,SCHOHARIE,18150,AT&T,NY,LTOWER,42.717027778,-74.233277778,45.7
295 Clark Road (95433),Eldred,SULLIVAN,18151,AT&T,NY,LTOWER,41.545277778,-74.896,56.7
512 MOHICAN LAKE ROAD (101924),Glen Spey,SULLIVAN,18152,AT&T,NY,LTOWER,41.503777778,-74.812027778,60.7
State Route 268 (95419),Hancock,DELAWARE,18153,AT&T,NY,LTOWER,41.967305556,-75.259944444,57.9
221 Clock Hill Road (100631),Burlington,OTSEGO,18154,AT&T,NY,LTOWER,42.71525,-75.143138889,79.2
199 Salamacha Road (99760),Hartwick,OTSEGO,18155,AT&T,NY,MTOWER,42.729194444,-75.081472222,59.4
1641 County Highway 50  (99161),Cherry Valley,OTSEGO,18156,AT&T,NY,LTOWER,42.788305556,-74.695305556,56.1
1 TOMSON ROAD (71371),SAUGERTIES,ULSTER,18157,AT&T,NY,MTOWER,42.087944444,-73.96475,47.2
200 POPLETOWN ROAD (54775),Ulster Park,ULSTER,18158,AT&T,NY,GTOWER,41.840861111,-73.990888889,31.4
515 Mount Zion Road  (78728),Marlborough,ULSTER,18159,AT&T,NY,GTOWER,41.640916667,-74.020888889,80.8
201 BAILEYS GAP ROAD (79328),HIGHLAND,ULSTER,18160,AT&T,NY,GTOWER,41.699444444,-74.002777778,121.9
South Mountain Road (103152),West Shokan,ULSTER,18161,AT&T,NY,LTOWER,41.952222222,-74.292166667,44.5
Maddison Road (106996),Pittsfield,OTSEGO,18162,AT&T,NY,LTOWER,42.590583333,-75.296083333,46.6
193 Jersey Road (106734),Cobleskill,SCHOHARIE,18163,AT&T,NY,LTOWER,42.743,-74.516888889,60.7
FIRE TOWER RD OFF ROSA GAP RD (95490),WURTSBORO,SULLIVAN,18164,AT&T,NY,GTOWER,41.613,-74.424583333,75.9
1215 Doyle Road (104944),Hancock,DELAWARE,18165,AT&T,NY,LTOWER,41.958777778,-75.029222222,77.7
786 Murray Road (95439),Kingston,ULSTER,18166,AT&T,NY,GTOWER,41.987222222,-74.02,64.6
215 Kratz Road (95452),Callicoon,SULLIVAN,18167,AT&T,NY,GTOWER,41.793666667,-74.980861111,61
300 VENTURO ROAD (71374),PLATTEKILL,ULSTER,18168,AT&T,NY,MTOWER,41.641583333,-74.078555556,46.3
100 FT. W OF GLENWOOD ROAD,BINGHAMTON,TIOGA,12391,Verizon,NY,TOWER,42.114027778,-76.25275,60.4
(Webb site)300 McCauley Road,Webb,HERKIMER,11744,Verizon,NY,MTOWER,43.693388889,-74.961,32.9
8535 CANNING FACTORY ROAD,MARSHALL,ONEIDA,11743,Verizon,NY,TOWER,42.952472222,-75.323138889,59.1
790 EAST STREET,BRIDGEWATER,ONEIDA,11742,Verizon,NY,TOWER,42.882722222,-75.221861111,70.7
2477 ECKEL RD,VIENNA,ONEIDA,11741,Verizon,NY,TOWER,43.244527778,-75.724638889,57.9
Columbia Center cell site 4000 NW of junction of SR-28 and Mckoons Rd,Columbia,HERKIMER,11740,Verizon,NY,TOWER,42.892416667,-75.017361111,32.9
Little Falls (DL) site 543 RITTER ROAD,MANHEIM,HERKIMER,11739,Verizon,NY,TOWER,43.052055556,-74.816944444,87.8
2.0 MILES EAST OF,OLD FORGE,HERKIMER,11738,Verizon,NY,TOWER,43.722,-74.940722222,24.4
INT SHADAGEE & FERRIER RDS (58572),EDEN,ERIE,18801,AT&T,NY,GTOWER,42.683972222,-78.90725,61.9
13560 CURRIERS RD (58602),CHAFFEE,ERIE,18802,AT&T,NY,GTOWER,42.584,-78.48175,86.6
3631 CRITTENDEN ROAD (58597),Alden,ERIE,18804,AT&T,NY,GTOWER,42.938805556,-78.48775,59.7
2661 VAIL ROAD (58615),COLLINS,ERIE,18805,AT&T,NY,LTOWER,42.452777778,-78.905361111,59.4
JOHNSON CREEK ROAD (58613),BARKER,NIAGARA,18806,AT&T,NY,LTOWER,43.349694444,-78.526916667,75
1275 BALMER ROAD (58614),YOUNGSTOWN,NIAGARA,18807,AT&T,NY,GTOWER,43.232861111,-78.99075,79.2
610 LAKE STREET (58632),Wilson,NIAGARA,18808,AT&T,NY,LTOWER,43.299055556,-78.82425,46.9
1418 Eden Evans Center Rd (58639),Angola,ERIE,18809,AT&T,NY,LTOWER,42.654861111,-79.002083333,38.1
1197 Sission Hwy  (78896),North Collins,ERIE,18810,AT&T,NY,LTOWER,42.554944444,-78.837944444,60.7
4552 KAYNER ROAD (58570),GASPORT,NIAGARA,18811,AT&T,NY,GTOWER,43.183555556,-78.593777778,48.8
11810 MILE BLOCK ROAD (58583),BRANT,ERIE,18812,AT&T,NY,GTOWER,42.55925,-78.960027778,73.5
12200 MAIN ROAD (58590),AKRON,ERIE,18813,AT&T,NY,LTOWER,42.999916667,-78.533222222,33.5
7607 Genesee Road (58643),Concord,ERIE,18814,AT&T,NY,GTOWER,42.549888889,-78.706222222,78.6
4490 S NEWSTEAD RD (43200),NEWSTEAD,ERIE,18815,AT&T,NY,MTOWER,42.967777778,-78.520805556,54.3
644 Exchange Street (87362),Alden,ERIE,18817,AT&T,NY,MTOWER,42.881166667,-78.499611111,48.8
633 CAIN ROAD (58589),BRANT,ERIE,18818,AT&T,NY,GTOWER,42.608388889,-79.063277778,56.7
2540 Upper Mountain Road (80775),SANBORN,NIAGARA,18820,AT&T,NY,LTOWER,43.166166667,-78.909416667,78.6
2121 TRANSIT RD (58599),NEWFANE,NIAGARA,18821,AT&T,NY,GTOWER,43.31425,-78.695916667,59.4
Abbott Hill Road (104955),Concord,ERIE,18822,AT&T,NY,LTOWER,42.601694444,-78.667,55.8
(Thompson Corners site) 11121 Taberg Florence Road,THOMPSON CORNERS,ONEIDA,11737,Verizon,NY,TOWER,43.399416667,-75.716305556,93.9
OLD FORGE 1 CELL LOCATION 4.5 MILES SW OF,OLD FORGE,HERKIMER,11736,Verizon,NY,TOWER,43.66675,-75.062111111,48.5
10488 N Steuben Road,Remsen,ONEIDA,11735,Verizon,NY,TOWER,43.369472222,-75.281333333,94.8
KALLETT HILL DAVIS RD,MIDDLEVILLE,HERKIMER,11734,Verizon,NY,TOWER,43.1025,-74.940555556,324.5
3861 Four Rod Road (58646),EAST AURORA,ERIE,18824,AT&T,NY,LTOWER,42.774888889,-78.528638889,78.3
40544 NY STATE ROUTE 12 (77422),CLAYTON,JEFFERSON,18886,AT&T,NY,GTOWER,44.250888889,-76.030388889,98.1
576 State Route 177 (77438),BARNES CORNERS,LEWIS,18887,AT&T,NY,GTOWER,43.810666667,-75.809611111,57.9
109 Ferris Road (77436),Nicholville,ST. LAWRENCE,18888,AT&T,NY,GTOWER,44.711861111,-74.646416667,56.4
61 KINGSLEY RD (77428),Massena,ST. LAWRENCE,18889,AT&T,NY,GTOWER,44.93075,-74.946805556,96
540 YANKEE STREET ROAD (77443),HAMMOND,ST. LAWRENCE,18890,AT&T,NY,GTOWER,44.539305556,-75.612138889,55.8
45 MCGINNIS ROAD (77434),WADDINGTON,ST. LAWRENCE,18891,AT&T,NY,GTOWER,44.853694444,-75.168583333,58.5
1620 COUNTY ROUTE 28 (77444),LISBON,ST. LAWRENCE,18892,AT&T,NY,GTOWER,44.770611111,-75.294638889,58.5
3751 BRANCHE ROAD (77440),CAPE VINCENT,JEFFERSON,18893,AT&T,NY,LTOWER,44.136722222,-76.294972222,56.1
SMITHVILLE RD (77424),ADAMS,JEFFERSON,18894,AT&T,NY,GTOWER,43.820333333,-76.087805556,95.7
43574 NYS Route 12 (40372),ALENANDRIA BAY,JEFFERSON,18895,AT&T,NY,GTOWER,44.289833333,-75.966277778,58.8
COUNTY ROUTE 4 (77442),OSWEGATCHIE,ST. LAWRENCE,18896,AT&T,NY,GTOWER,44.650083333,-75.455722222,58.5
5211 Gomer Hill Road (77437),TURIN,LEWIS,18897,AT&T,NY,GTOWER,43.6485,-75.483083333,35.1
15211 Brown Road (77449),Mannsville,JEFFERSON,18898,AT&T,NY,LTOWER,43.706555556,-76.073638889,76.5
BIG TUPPER SKI AREA (102931),TUPPER LAKE,FRANKLIN,18901,AT&T,NY,LTOWER,44.159805556,-74.475777778,13.4
Hardscrabble Road  (95374),KILLBUCK,CATTARAUGUS,13279,AT&T,NY,LTOWER,42.169444444,-78.670277778,89.9
12592 Beebe Road  (44346),Irving,CHAUTAUQUA,13278,AT&T,NY,GTOWER,42.55425,-79.113833333,92.7
2011 Cemetary Hill Rd.  (112954),Rexville,STEUBEN,13277,AT&T,NY,LTOWER,42.093222222,-77.674111111,79.2
9540 Grove Spring Road  (95372),Hammondsport,STEUBEN,13276,AT&T,NY,LTOWER,42.462305556,-77.151472222,34.7
11895 HICKLING RD  (42091),CORNING,STEUBEN,13275,AT&T,NY,GTOWER,42.125055556,-76.981,60
9151 Lake Road  (1127),CORFU,GENESEE,13274,AT&T,NY,GTOWER,42.969527778,-78.443305556,61
Catamount Ski Area 3.5 mile E of Breezy Road 1.1 miles S of SR-23,East Hillsdale,COLUMBIA,1927,Verizon,NY,TOWER,42.164888889,-73.485638889,32
Cave Mountain Windham Ski Area 1.55 miles S of SR-23,Windham,GREENE,1928,Verizon,NY,TOWER,42.284805556,-74.264972222,34.7
635 SNYDERTOWN ROAD,CLAVERACK,COLUMBIA,1930,Verizon,NY,TOWER,42.176277778,-73.680805556,81.1
OFF HILL TOP RD .643KM OF MAIN ST,GERMANTOWN,COLUMBIA,1931,Verizon,NY,TOWER,42.138138889,-73.868472222,32
NYS Thruway Mile Market B11,Chatham,COLUMBIA,1932,Verizon,NY,TOWER,42.462083333,-73.59625,54.7
Kings Hill Road,Greenville,GREENE,1933,Verizon,NY,TOWER,42.37225,-73.968444444,49.4
NYS Thruway Mile Marker B15,Chatham,COLUMBIA,1934,Verizon,NY,TOWER,42.418555556,-73.548111111,60.4
(Gallatin site) 295 Sopak Road,Taghkanic,COLUMBIA,1935,Verizon,NY,LTOWER,42.098722222,-73.730138889,49.1
Lake Ave  (72116),Bergen,GENESEE,13273,AT&T,NY,MTOWER,43.078972222,-77.946,51.2
CLARENCE FAHNESTOCK STATE PARK ROUTE 301   (46730),COLD SPRING,PUTNAM,37023,AT&T,NY,MTOWER,41.47225,-73.816722222,33.8
SPRINGS FIREPLACE RD & ABRAHAM PATH   (5672),EAST HAMPTON,SUFFOLK,37034,AT&T,NY,LTOWER,40.993611111,-72.171388889,107.6
FRESH POND RD   (5687),CALBERTON,SUFFOLK,37035,AT&T,NY,LTOWER,40.939138889,-72.777888889,37.5
TOP OF ECHO ROAD   (5555),Lake Carmel,PUTNAM,37036,AT&T,NY,MTOWER,41.463666667,-73.649527778,39.9
ROUTE 301   (5558),Cold Spring,PUTNAM,37037,AT&T,NY,LTOWER,41.431916667,-73.880472222,113.1
OLD COUNTRY RD & E END AVE   (5681),EAST QUOGUE,SUFFOLK,37041,AT&T,NY,GTOWER,40.869444444,-72.576388889,51.8
MIDDLELINE ROAD   (5674),Sag Harbor,SUFFOLK,37042,AT&T,NY,LTOWER,40.969666667,-72.346277778,91.4
INT SAINT REGIS & MAY PL,MASSAPEQUA PARK,NASSAU,39860,Verizon,NY,TOWER,40.671944444,-73.455833333,58.5
ROUTE 301 WEST (088155),PUTNAM VALLEY,PUTNAM,39855,Verizon,NY,TOWER,41.431916667,-73.880444444,113.1
Washington Ave,GREENPORT,SUFFOLK,39854,Verizon,NY,TOWER,41.110111111,-72.364805556,29.9
2694 TOWN LINE ROAD  (95386),BATAVIA,GENESEE,13272,AT&T,NY,GTOWER,43.042388889,-78.304861111,79.6
7850 East Main Street  (99144),Le Roy,GENESEE,13271,AT&T,NY,LTOWER,42.977083333,-78.010638889,59.4
900 Reeves Avenue   (46540),RIVERHEAD,SUFFOLK,37047,AT&T,NY,MTOWER,40.962888889,-72.679694444,45.7
183 DENTON LAKE RD (5625),HOLMES,PUTNAM,37049,AT&T,NY,LTOWER,41.5145,-73.662666667,55.2
1000' NE OF THE END OF WOODMONT ROAD,EAST FISHKILL,DUTCHESS,19893,Verizon,NY,TOWER,41.528611111,-73.767777778,43.9
MOUNT BEACON,BEACON,DUTCHESS,19894,Verizon,NY,TOWER,41.488611111,-73.947222222,96
(Pawling site) 1 MI E RT 292 HARMONY HILL,PAWLING,DUTCHESS,19895,Verizon,NY,TOWER,41.521666667,-73.634444444,86.2
ATOP ILLINOIS MOUNTAIN LLOYD (010329),Highland,ULSTER,19896,Verizon,NY,TOWER,41.719472222,-73.995361111,94.5
(Milan site) 616 SALISBURY TURNPIKE,MILAN,DUTCHESS,19897,Verizon,NY,LTOWER,41.951027778,-73.805,44.5
SMITHFIELD ROAD,NORTHEAST,DUTCHESS,19898,Verizon,NY,TOWER,41.917305556,-73.57125,57.9
Route 98  (95347),Elba,GENESEE,13270,AT&T,NY,LTOWER,43.068111111,-78.186361111,60.7
1326 Main Road  (95329),Pembroke,GENESEE,13269,AT&T,NY,GTOWER,42.99,-78.391944444,111.6
8852 Rohr Hill Rd.  (95323),Ashford,CATTARAUGUS,13268,AT&T,NY,GTOWER,42.382194444,-78.675111111,109.7
7875 County Road 5A (Salt Rising Road)  (95328),Bolivar,ALLEGANY,13267,AT&T,NY,GTOWER,42.071666667,-78.186388889,36.6
Oldro Hill Road Coolspring  (95405),COOLSPRING,CATTARAUGUS,13266,AT&T,NY,GTOWER,42.097694444,-78.929222222,94.2
856 Clymer-Sherman Road  (106865),Clymer,CHAUTAUQUA,13265,AT&T,NY,MTOWER,42.033111111,-79.620222222,47.2
11810 Old Main Road  (97145),Silver Creek,CHAUTAUQUA,13264,AT&T,NY,LTOWER,42.513611111,-79.17875,48.1
2298 Donelson Road  (95373),Jamestown,CHAUTAUQUA,13263,AT&T,NY,LTOWER,42.023305556,-79.214138889,57.3
7963 THAYER ROAD  (95330),PORTLAND,CHAUTAUQUA,13262,AT&T,NY,GTOWER,42.343916667,-79.461138889,77.7
2 ORCHARD RD  (95375),JAMESTOWN,CHAUTAUQUA,13261,AT&T,NY,GTOWER,42.085166667,-79.286583333,125
9725 STEAMTOWN ROAD  (95379),Lindley,STEUBEN,13260,AT&T,NY,GTOWER,42.026333333,-77.117055556,95.1
4829 Stoney Ridge Rd  (95339 ),Campbell,STEUBEN,13259,AT&T,NY,LTOWER,42.234055556,-77.157527778,92.3
2499 TIMMERMAN RD.   (95370),Jasper,STEUBEN,13258,AT&T,NY,GTOWER,42.112527778,-77.570416667,94.5
4030 SHULTS HILL ROAD  (42095),COHOCTON,STEUBEN,13257,AT&T,NY,GTOWER,42.518527778,-77.496916667,94.5
6340 Abbott Road  (95393),CASTILLE,WYOMING,13256,AT&T,NY,GTOWER,42.700361111,-78.06275,94.8
SCHWAB RD  (95371),Wyoming,WYOMING,13255,AT&T,NY,GTOWER,42.718333333,-78.383055556,97.5
Sawmill Run road (99158),Napoli,CATTARAUGUS,13254,AT&T,NY,LTOWER,42.176472222,-78.880944444,88.4
10612 SHELDON CORNERS NE RD  (95398),RIPLEY,CHAUTAUQUA,13253,AT&T,NY,GTOWER,42.1975,-79.752777778,137.2
Pekin Road  (95352),Clymer,CHAUTAUQUA,13252,AT&T,NY,LTOWER,42.055611111,-79.746944444,57.3
3324 N HILL RD  (95409),Wellsville,ALLEGANY,13251,AT&T,NY,GTOWER,42.149722222,-77.940833333,91
6299 O'Brien Road,Savona,STEUBEN,13250,AT&T,NY,GTOWER,42.309194444,-77.221111111,91.1
10385 HIGMAN HILL RD  (42555),CORNING,STEUBEN,13249,AT&T,NY,GTOWER,42.1425,-77.078055556,79.2
Rock City Road  (95387),OLEAN,CATTARAUGUS,13248,AT&T,NY,LTOWER,42.035555556,-78.446111111,82
Douglas Road  (95412),WESTFIELD,CHAUTAUQUA,13247,AT&T,NY,GTOWER,42.273388889,-79.623111111,59.4
BRIDGEPORT CELL SITE 600' NW OF INTERSECTION OF SR/STATE BOAT LAUNCH ROAD,BRIDGEPORT,MADISON,16815,Verizon,NY,TOWER,43.156166667,-75.932416667,57.9
WEST SORRELL HILL ROAD,VANBUREN,ONONDAGA,16816,Verizon,NY,TOWER,43.105277778,-76.358333333,53.3
(Scriba) ROAD 9 CHURCHHILL ROAD,SCRIBA,OSWEGO,16817,Verizon,NY,TOWER,43.438666667,-76.468833333,57.6
NORTH ROAD,TULLY,ONONDAGA,16818,Verizon,NY,TOWER,42.845027778,-76.111,90.5
157 STONY ROBBY ROAD,GRANBY,OSWEGO,16819,Verizon,NY,TOWER,43.35425,-76.447166667,57.6
ROSE HILL RD,MARCELLUS,ONONDAGA,16820,Verizon,NY,TOWER,42.903666667,-76.337166667,57.9
.35 MI W INT MASON HILL & BONNEY RD,HAMILTON,MADISON,16821,Verizon,NY,TOWER,42.830916667,-75.512111111,57.9
WHEELER DR,Williamstown,OSWEGO,16822,Verizon,NY,TOWER,43.502861111,-75.940194444,36.3
600 FT SW SCHEPPS CORNER RD & I-90,MANLIUS,ONONDAGA,16824,Verizon,NY,TOWER,43.093777778,-76.002555556,46.9
Brewerton South Cell Site MI DUE S INT SR 31 & I-81,CICERO,ONONDAGA,16825,Verizon,NY,TOWER,43.169777778,-76.115194444,31.4
12780 WEST COUNTY HOUSE ROAD  (59669),ALBION,ORLEANS,21059,AT&T,NY,GTOWER,43.211277778,-78.297583333,90.5
9223 MOORE RD  (59675),West Sparta,LIVINGSTON,21060,AT&T,NY,GTOWER,42.580638889,-77.830305556,46.6
15049 RIDGE RD  (59693),ALBION,ORLEANS,21061,AT&T,NY,GTOWER,43.294694444,-78.148416667,79.9
5776 Stid Hill Road  (59702),South Bristol,ONTARIO,21062,AT&T,NY,GTOWER,42.741694444,-77.387861111,60.7
1055 DRAKE ROAD  (59690),BROCKPORT,MONROE,21063,AT&T,NY,GTOWER,43.277111111,-77.946138889,90.8
Oswego West Cell Site hompson Road,OSWEGO,OSWEGO,16826,Verizon,NY,TOWER,43.439444444,-76.547222222,46.3
"NEW HAVEN CELL SITE: 4277 ROUTE #104, BEHIND THE NEW HAVEN TOWN HALL",NEW HAVEN,OSWEGO,16827,Verizon,NY,TOWER,43.477805556,-76.31725,58.2
"LYNDON CELL SITE AGWAY BUILDING, BUTTEMUT DRIVE",DE WITT,ONONDAGA,16828,Verizon,NY,TOWER,43.041166667,-76.059083333,36.6
(Central Square) 2435 County Route 12,Hastings,OSWEGO,16829,Verizon,NY,GTOWER,43.299611111,-76.126444444,58.5
MANLIUS CELL SITE 1 ELMBROOK DRIVE WEST,MANLIUS,ONONDAGA,16830,Verizon,NY,TOWER,43.003055556,-75.985638889,51.8
61 NELLIS ROAD,SANDY CREEK,OSWEGO,16832,Verizon,NY,TOWER,43.663583333,-76.042555556,75.3
6745 NYS RTE. 31,CICERO,ONONDAGA,16833,Verizon,NY,TOWER,43.183083333,-76.054555556,58.8
SENECA KNOLLS CELL SITE 6809 VAN BUREN ROAD,VAN BUREN,ONONDAGA,16834,Verizon,NY,TOWER,43.100444444,-76.282333333,56.4
Chittenango Cell Site INDERHOOK ROAD,CHITTENANGO,MADISON,16835,Verizon,NY,TOWER,43.063611111,-75.905,57.9
Cicero Cell Site 709 E TAFT RD,East Syracuse,ONONDAGA,16836,Verizon,NY,TOWER,43.125611111,-76.060472222,45.7
Elbridge Cell Site 78 Gorham Road,Elbridge,ONONDAGA,16838,Verizon,NY,TOWER,43.024777778,-76.44075,60.7
(Morrisville site) 3747 Clark Rd,Eaton,MADISON,16839,Verizon,NY,TOWER,42.905,-75.624333333,59.4
(Brooks Corner site) 7925 Willey Road,Hamilton,MADISON,16840,Verizon,NY,TOWER,42.763138889,-75.489694444,60.6
3710 County Line Road  (59715),Middleport,ORLEANS,21064,AT&T,NY,LTOWER,43.230222222,-78.45875,79.2
6569 ROUTE 88  (59691),Sodus,WAYNE,21065,AT&T,NY,GTOWER,43.236527778,-77.075083333,24.4
TURNER RD & BARBER HILL RD  (59660),GROVELAND,LIVINGSTON,21066,AT&T,NY,GTOWER,42.710277778,-77.739111111,46.9
5520 EDDY RIDGE ROAD  (59664),WILLIAMSON,WAYNE,21067,AT&T,NY,GTOWER,43.199861111,-77.201055556,89.3
10000 Lummisville Road  (103313),Wolcott,WAYNE,21068,AT&T,NY,LTOWER,43.242888889,-76.910444444,60.4
2385 Bixby Wood Road  (107204),Savannah,WAYNE,21069,AT&T,NY,LTOWER,43.091111111,-76.758638889,60.7
6449 FURNACE ROAD  (59717),ONTARIO,WAYNE,21070,AT&T,NY,GTOWER,43.232861111,-77.280111111,78.6
557 Manitou Beach Road  (106994),Hilton,MONROE,21071,AT&T,NY,LTOWER,43.323777778,-77.741833333,56.4
15079 East Barre Road   (59752),Albion,ORLEANS,21072,AT&T,NY,GTOWER,43.188611111,-78.147777778,105.7
1751 West Kendall Road  (59755),Kendall,ORLEANS,21073,AT&T,NY,LTOWER,43.330166667,-78.071027778,79.2
4850 County Route 6  (59714),Geneva,ONTARIO,21074,AT&T,NY,LTOWER,42.793888889,-77.008583333,60.7
5996 Wager Road  (59722),Wolcott,WAYNE,21075,AT&T,NY,LTOWER,43.219138889,-76.777194444,80.2
6478 Swartz Road  (101513),Sparta,LIVINGSTON,21076,AT&T,NY,GTOWER,42.639277778,-77.659638889,91.7
1086Ogden-Parma Towline Road  (98763),Parma,MONROE,21077,AT&T,NY,MTOWER,43.212722222,-77.859166667,47.5
3750 COUNTY ROAD 6  (97261),GENEVA,ONTARIO,21078,AT&T,NY,LTOWER,42.849527778,-77.015694444,56.4
246 WEST AVENUE  (78727),Lyndonville,ORLEANS,21079,AT&T,NY,LTOWER,43.328222222,-78.398444444,59.4
979 Bay Road  (1152),Webster,MONROE,21080,AT&T,NY,GTOWER,43.20825,-77.516888889,48.2
Palmyra Cell Site 755 North Creek Road,Palmyra,WAYNE,21174,Verizon,NY,TOWER,43.072055556,-77.201972222,32
